tweet_id
1314254898398023680
1314351850540331008
1314352588968456192
1314353584025165824
1314354120354983936
1314354931793502208
1314362052714983424
1314381709912141824
1347562414087266304
1347564045407281152
1347568996317421568
1347569013870747648
1347570643542421504
1347573987413471232
1347574893634850816
1347581127096197120
1347584217060880384
1347590458701180928
1347591925008793600
1347593785069416448
1347599411849949184
1347601573925564416
1347601675020886016
1347602168401039360
1347602751186984960
1347608997013164032
1347612888190607360
1347618859382153216
1347619434286952448
1347622844738502912
1347623590498344960
1347624404440780800
1347625687948124160
1347634564143992832
1347635167578488832
1347641324032372736
1347641687766671360
1347642061806252032
1347645386622722048
1347652385733275648
1347654131440209920
1347654594286002176
1347659210679578624
1347665957553057792
1347676621621387264
1347684162371772416
1347692049785626624
1347695390536200192
1347696141748621312
1347697029955333888
1347697937879601152
1347698521210761216
1347698972023009280
1347699813471678464
1347703954843574272
1347713164847308800
1347719208143098112
1347723336453787648
1347736600575418368
1347738421784162304
1347741394086072320
1347759078458732288
1347759464800202752
1347761618348892160
1347762703499055104
1347778786604044288
1347793645014024192
1347814243056410624
1347815228042485760
1347821160864559104
1347822739428683776
1347825161341444096
1347825421228908288
1347834129086345216
1347834193041125376
1347835872037711872
1347839227090923520
1347860242219098112
1347860348255277056
1347862369851109376
1347865153673560064
1347867698106150912
1347872985584164864
1347874440244326400
1347874589939007488
1347880538724511488
1347881718049550336
1347882365499150336
1347882988923662336
1347883828761800704
1347896000317444096
1347899744962678784
1347909070712430592
1347915279297253376
1347916385712807936
1347919557567127552
1364593895565312000
1364600545198174208
1364612301811310592
1364613190257098752
1364614079705473024
1364619728971587584
1364623721655320576
1364628021215387648
1364635363717877760
1364638641071394816
1364639509904769024
1364646965447962624
1364687767624630272
1364691245704962048
1364693133620097024
1364694567170105088
1364696023247900672
1364697066577031168
1364698035125649408
1364704291336769536
1364706401487106048
1364708726469324800
1364717150452260864
1364730762969440512
1364739258490134528
1364743560541650944
1364744187183312896
1364755373459205888
1364758759101390848
1364761270688358400
1364764242440814592
1364783395356561408
1364794620186484736
1364795926544441088
1364800476512935936
1364806773182394368
1364809324816703488
1364809975030304768
1364813082619305984
1364817178441170944
1364818176777859072
1364827089837453312
1364835136504692736
1364843740079288320
1364846302211624960
1364847240775352320
1364852171813114112
1364852967447425024
1364857687423422464
1364858127552811008
1364865970712510464
1364868385042034688
1364871791571787776
1364874043036434432
1364877333505712128
1364877779884511232
1364878492219944960
1364879827837280512
1364881563343851520
1364884094803451904
1364896273485221888
